USER_ID,TOTAL_IDENTIFIES,FIRST_IDENTIFY_AT,LAST_IDENTIFY_AT,DISTINCT_ANON_IDS,FIRST_UTM_SOURCE,FIRST_UTM_MEDIUM,FIRST_UTM_CAMPAIGN,FIRST_UTM_CONTENT,FIRST_UTM_TERM,LAST_UTM_SOURCE,LAST_UTM_MEDIUM,LAST_UTM_CAMPAIGN,LAST_UTM_CONTENT,LAST_UTM_TERM,TOTAL_ORDERS,TOTAL_REVENUE,FIRST_ORDER_AT,LAST_ORDER_AT,TOTAL_CART_ADDS,TOTAL_CART_VALUE,LAST_CART_ADD_AT,FIRST_SEEN_AT,LAST_SEEN_AT,INACTIVE_DAYS
williamsanchez@example.com,4,2024-01-17 16:15:32.000,2024-01-23 17:21:15.000,1,,,,,,,,,,,1,41.00,2024-01-23 17:30:16.000,2024-01-23 17:30:16.000,1,86.00,2024-01-23 17:21:09.000,2024-01-17 16:15:32.000,2024-01-23 17:30:16.000,479
murillo.lori594@example.org,4,2023-11-24 10:47:26.000,2023-11-28 12:10:22.000,1,,,,,,bing,ppc,cmpn_232,53454fasdf,christmas sale,1,149.00,2023-11-28 12:21:29.000,2023-11-28 12:21:29.000,1,42.00,2023-11-28 12:15:11.000,2023-11-24 10:47:26.000,2023-11-28 12:21:29.000,535
jodiwright@example.com,2,2023-12-30 01:37:55.000,2023-12-30 01:37:55.000,1,,,,,,,,,,,1,12.00,2023-12-30 01:49:52.000,2023-12-30 01:49:52.000,1,59.00,2023-12-30 01:43:07.000,2023-12-30 01:37:55.000,2023-12-30 01:49:52.000,503
lewis.monica244@example.org,4,2024-02-09 02:18:57.000,2024-02-17 12:10:45.000,1,google,ppc,cmpn_232,53454fasdf,christmas sale,,,,,,1,24.00,2024-02-17 12:24:18.000,2024-02-17 12:24:18.000,1,35.00,2024-02-17 12:18:16.000,2024-02-09 02:18:57.000,2024-02-17 12:24:18.000,454
brittanyrobinson@example.com,4,2023-11-11 19:25:16.000,2023-11-24 03:13:16.000,1,,,,,,google,ppc,cmpn_533,gfaa4rvdsa,new users,2,192.00,2023-11-11 19:28:00.000,2023-11-24 03:16:33.000,1,41.00,2023-11-24 03:12:20.000,2023-11-11 19:25:16.000,2023-11-24 03:16:33.000,539
danielcastro@example.com,4,2023-10-05 11:53:36.000,2023-10-09 15:29:56.000,1,,,,,,,,,,,1,24.00,2023-10-09 15:39:54.000,2023-10-09 15:39:54.000,2,35.00,2023-10-09 15:28:02.000,2023-10-05 11:53:36.000,2023-10-09 15:39:54.000,585
sheila.taylor257@example.com,4,2023-10-28 10:37:22.000,2023-11-06 20:07:01.000,1,,,,,,,,,,,2,205.00,2023-10-28 10:42:48.000,2023-11-06 20:10:15.000,1,35.00,2023-11-06 20:05:24.000,2023-10-28 10:37:22.000,2023-11-06 20:10:15.000,557
johnmorrison@example.com,4,2024-04-02 20:55:52.000,2024-04-04 00:51:02.000,1,,,,,,twitter,paidsocial,cmpn_80,13vfs5asdfa,similar items,1,10.00,2024-04-04 01:01:00.000,2024-04-04 01:01:00.000,1,26.00,2024-04-04 00:50:35.000,2024-04-02 20:55:52.000,2024-04-04 01:01:00.000,407
ryanjones@example.com,4,2024-02-02 15:40:34.000,2024-02-11 00:53:59.000,1,,,,,,,,,,,2,74.00,2024-02-02 15:42:42.000,2024-02-11 01:03:48.000,1,40.00,2024-02-11 00:53:02.000,2024-02-02 15:40:34.000,2024-02-11 01:03:48.000,460
bailey.crane956@example.net,4,2024-02-15 02:52:04.000,2024-02-28 09:16:32.000,1,,,,,,,,,,,2,279.00,2024-02-15 03:01:39.000,2024-02-28 09:25:18.000,1,24.00,2024-02-28 09:16:12.000,2024-02-15 02:52:04.000,2024-02-28 09:25:18.000,443
patricia.bennett308@example.org,4,2023-09-12 10:02:59.000,2023-09-17 11:05:09.000,1,,,,,,,,,,,1,45.00,2023-09-17 11:13:15.000,2023-09-17 11:13:15.000,1,102.00,2023-09-17 11:04:47.000,2023-09-12 10:02:59.000,2023-09-17 11:13:15.000,607
tony.rich021@example.com,4,2023-09-05 06:52:46.000,2023-09-19 10:01:53.000,1,,,,,,,,,,,2,187.00,2023-09-05 06:59:20.000,2023-09-19 10:13:21.000,1,51.00,2023-09-19 10:08:28.000,2023-09-05 06:52:46.000,2023-09-19 10:13:21.000,605
zacharyjackson@example.com,2,2023-09-06 16:02:48.000,2023-09-06 16:02:48.000,1,,,,,,,,,,,1,56.00,2023-09-06 16:20:31.000,2023-09-06 16:20:31.000,1,32.00,2023-09-06 16:13:58.000,2023-09-06 16:02:48.000,2023-09-06 16:20:31.000,618
samanthaholt@example.com,2,2024-02-28 11:58:37.000,2024-02-28 11:58:37.000,1,,,,,,,,,,,1,149.00,2024-02-28 12:13:18.000,2024-02-28 12:13:18.000,1,66.00,2024-02-28 12:03:45.000,2024-02-28 11:58:37.000,2024-02-28 12:13:18.000,443
chung.jimmy424@example.org,4,2023-09-26 14:53:28.000,2023-10-07 15:08:08.000,1,,,,,,google,ppc,cmpn_232,53454fasdf,christmas sale,1,75.00,2023-10-07 15:14:36.000,2023-10-07 15:14:36.000,1,20.00,2023-10-07 15:06:53.000,2023-09-26 14:53:28.000,2023-10-07 15:14:36.000,587
brown.jason267@example.org,4,2023-10-28 22:53:27.000,2023-11-07 00:27:01.000,1,,,,,,,,,,,1,44.00,2023-11-07 00:39:12.000,2023-11-07 00:39:12.000,2,131.00,2023-11-07 00:31:35.000,2023-10-28 22:53:27.000,2023-11-07 00:39:12.000,556
maryrogers@example.com,8,2023-10-14 15:00:07.000,2025-05-31 21:58:52.000,2,,,,,,,,,,,1,113.00,2023-10-14 15:08:46.000,2023-10-14 15:08:46.000,6,232.00,2025-05-31 21:57:08.000,2023-10-14 15:00:07.000,2025-05-31 21:58:52.000,-15
martin.vaughan315@example.org,2,2023-09-25 10:55:20.000,2023-09-25 10:55:20.000,1,,,,,,,,,,,1,23.00,2023-09-25 11:02:29.000,2023-09-25 11:02:29.000,1,56.00,2023-09-25 16:08:50.000,2023-09-25 10:55:20.000,2023-09-25 16:08:50.000,599
staciewhite@example.com,4,2024-02-13 13:56:32.000,2024-02-22 15:40:33.000,1,,,,,,,,,,,1,22.00,2024-02-22 15:50:13.000,2024-02-22 15:50:13.000,1,94.00,2024-02-22 15:38:59.000,2024-02-13 13:56:32.000,2024-02-22 15:50:13.000,449
carpenter.brenda101@example.org,2,2024-01-18 20:03:05.000,2024-01-18 20:03:05.000,1,,,,,,,,,,,1,122.00,2024-01-18 20:20:28.000,2024-01-18 20:20:28.000,1,79.00,2024-01-18 20:12:32.000,2024-01-18 20:03:05.000,2024-01-18 20:20:28.000,484
dickerson.sarah365@example.org,2,2023-09-14 17:58:30.000,2023-09-14 17:58:30.000,1,,,,,,,,,,,1,129.00,2023-09-14 18:02:30.000,2023-09-14 18:02:30.000,1,75.00,2023-09-20 01:34:58.000,2023-09-14 17:58:30.000,2023-09-20 01:34:58.000,604
wilson.deborah263@example.org,2,2024-01-04 07:03:08.000,2024-01-04 07:03:08.000,1,,,,,,,,,,,1,16.00,2024-01-04 07:18:37.000,2024-01-04 07:18:37.000,1,71.00,2024-01-04 07:13:57.000,2024-01-04 07:03:08.000,2024-01-04 07:18:37.000,498
evans.tim575@example.org,4,2024-02-17 12:21:00.000,2024-02-25 19:01:50.000,1,,,,,,,,,,,1,31.00,2024-02-25 19:08:27.000,2024-02-25 19:08:27.000,2,133.00,2024-02-25 19:06:06.000,2024-02-17 12:21:00.000,2024-02-25 19:08:27.000,446
jessica.kline098@example.com,4,2024-02-20 07:09:02.000,2024-02-28 15:19:14.000,1,twitter,paidsocial,cmpn_80,13vfs5asdfa,similar items,google,ppc,cmpn_830,cdasareravf,paid users,1,67.00,2024-02-28 15:27:26.000,2024-02-28 15:27:26.000,2,67.00,2024-02-28 15:22:47.000,2024-02-20 07:09:02.000,2024-02-28 15:27:26.000,443
latashabutler@example.com,4,2024-04-02 21:59:16.000,2024-04-04 01:30:07.000,1,google,ppc,cmpn_232,53454fasdf,christmas sale,,,,,,1,45.00,2024-04-04 01:43:12.000,2024-04-04 01:43:12.000,2,134.00,2024-04-04 01:36:44.000,2024-04-02 21:59:16.000,2024-04-04 01:43:12.000,407
franco.michael264@example.org,2,2024-02-21 00:44:37.000,2024-02-21 00:44:37.000,1,,,,,,,,,,,1,53.00,2024-02-21 01:03:32.000,2024-02-21 01:03:32.000,1,76.00,2024-02-21 00:54:44.000,2024-02-21 00:44:37.000,2024-02-21 01:03:32.000,450
rogers.jake304@example.org,4,2023-10-23 02:29:14.000,2023-11-06 08:56:30.000,1,,,,,,,,,,,1,77.00,2023-11-06 08:59:45.000,2023-11-06 08:59:45.000,1,63.00,2023-11-06 08:54:33.000,2023-10-23 02:29:14.000,2023-11-06 08:59:45.000,557
patriciacompton@example.com,4,2023-11-17 11:36:58.000,2023-11-17 19:23:34.000,1,,,,,,,,,,,1,32.00,2023-11-17 19:31:01.000,2023-11-17 19:31:01.000,1,13.00,2023-11-17 19:22:27.000,2023-11-17 11:36:58.000,2023-11-17 19:31:01.000,546
brandi.mendoza407@example.com,4,2024-03-05 14:24:37.000,2024-03-11 19:24:28.000,1,,,,,,email,email,cmpn_125,gsf4dsgs,abandon cart,2,169.00,2024-03-05 14:28:40.000,2024-03-11 19:28:20.000,1,77.00,2024-03-11 19:23:57.000,2024-03-05 14:24:37.000,2024-03-11 19:28:20.000,431
solomon.robert948@example.org,4,2024-03-08 19:15:56.000,2024-03-10 00:19:43.000,1,,,,,,google,ppc,cmpn_533,gfaa4rvdsa,new users,1,129.00,2024-03-10 00:25:37.000,2024-03-10 00:25:37.000,2,151.00,2024-03-10 00:19:11.000,2024-03-08 19:15:56.000,2024-03-10 00:25:37.000,432
vanessajimenez@example.com,4,2024-02-21 15:33:36.000,2024-02-27 22:17:12.000,1,,,,,,email,email,cmpn_421,53dsvdsa,brand launch,1,158.00,2024-02-27 22:35:37.000,2024-02-27 22:35:37.000,1,81.00,2024-02-27 22:28:44.000,2024-02-21 15:33:36.000,2024-02-27 22:35:37.000,444
charleneguerrero@example.com,4,2023-12-27 01:03:32.000,2023-12-30 01:45:55.000,1,,,,,,,,,,,1,91.00,2023-12-30 02:01:46.000,2023-12-30 02:01:46.000,1,10.00,2023-12-30 01:54:54.000,2023-12-27 01:03:32.000,2023-12-30 02:01:46.000,503
jason.ortiz228@example.org,2,2023-12-04 11:43:26.000,2023-12-04 11:43:26.000,1,,,,,,,,,,,1,88.00,2023-12-04 11:49:44.000,2023-12-04 11:49:44.000,1,91.00,2023-12-12 14:07:33.000,2023-12-04 11:43:26.000,2023-12-12 14:07:33.000,521
david.garcia594@example.net,4,2024-02-28 17:52:03.000,2024-03-12 19:25:19.000,1,,,,,,,,,,,2,128.00,2024-02-28 17:59:58.000,2024-03-12 19:33:05.000,1,57.00,2024-03-12 19:25:17.000,2024-02-28 17:52:03.000,2024-03-12 19:33:05.000,430
kylerogers@example.com,4,2024-03-08 17:40:39.000,2024-03-13 21:44:05.000,1,,,,,,,,,,,1,112.00,2024-03-13 22:01:11.000,2024-03-13 22:01:11.000,1,68.00,2024-03-13 21:51:23.000,2024-03-08 17:40:39.000,2024-03-13 22:01:11.000,429
michael.thomas906@example.com,4,2023-12-01 23:00:31.000,2023-12-05 03:25:39.000,1,,,,,,,,,,,1,64.00,2023-12-05 03:34:46.000,2023-12-05 03:34:46.000,1,23.00,2023-12-05 03:23:40.000,2023-12-01 23:00:31.000,2023-12-05 03:34:46.000,528
brandymiller@example.com,4,2024-02-04 09:52:45.000,2024-02-07 10:29:33.000,1,,,,,,,,,,,1,45.00,2024-02-07 10:39:45.000,2024-02-07 10:39:45.000,1,76.00,2024-02-07 10:37:02.000,2024-02-04 09:52:45.000,2024-02-07 10:39:45.000,464
tammyscott@example.com,4,2023-12-05 15:53:32.000,2023-12-07 01:09:20.000,1,email,email,cmpn_90,4sdf4sda,topoffers,,,,,,1,68.00,2023-12-07 01:13:19.000,2023-12-07 01:13:19.000,2,124.00,2023-12-07 01:08:21.000,2023-12-05 15:53:32.000,2023-12-07 01:13:19.000,526
steele.kimberly279@example.org,4,2024-02-11 00:36:00.000,2024-02-23 09:37:17.000,1,,,,,,google,ppc,cmpn_533,gfaa4rvdsa,new users,1,25.00,2024-02-23 09:46:29.000,2024-02-23 09:46:29.000,1,35.00,2024-02-23 09:35:57.000,2024-02-11 00:36:00.000,2024-02-23 09:46:29.000,448
alexandersmith@example.com,4,2024-02-04 23:05:57.000,2024-02-16 00:21:49.000,1,email,email,cmpn_90,4sdf4sda,topoffers,bing,ppc,cmpn_232,53454fasdf,christmas sale,2,176.00,2024-02-04 23:13:09.000,2024-02-16 00:31:15.000,1,95.00,2024-02-16 00:19:55.000,2024-02-04 23:05:57.000,2024-02-16 00:31:15.000,455
cruz.anthony205@example.org,2,2024-01-09 06:23:12.000,2024-01-09 06:23:12.000,1,,,,,,,,,,,1,45.00,2024-01-09 06:33:25.000,2024-01-09 06:33:25.000,1,27.00,2024-01-09 06:26:20.000,2024-01-09 06:23:12.000,2024-01-09 06:33:25.000,493
josephowens@example.com,4,2023-09-02 20:03:07.000,2023-09-12 05:46:02.000,1,,,,,,,,,,,1,126.00,2023-09-12 05:52:28.000,2023-09-12 05:52:28.000,1,40.00,2023-09-12 05:44:20.000,2023-09-02 20:03:07.000,2023-09-12 05:52:28.000,612
timothygibbs@example.com,4,2024-02-03 09:33:26.000,2024-02-17 19:24:44.000,1,bing,ppc,cmpn_830,cdasareravf,paid users,,,,,,1,47.00,2024-02-17 19:27:34.000,2024-02-17 19:27:34.000,1,37.00,2024-02-17 19:24:36.000,2024-02-03 09:33:26.000,2024-02-17 19:27:34.000,454
gonzalez.sierra797@example.org,2,2024-01-27 00:31:31.000,2024-01-27 00:31:31.000,1,,,,,,,,,,,1,32.00,2024-01-27 00:49:29.000,2024-01-27 00:49:29.000,1,81.00,2024-01-27 00:40:46.000,2024-01-27 00:31:31.000,2024-01-27 00:49:29.000,475
jimmyjones@example.com,4,2024-03-29 20:25:30.000,2024-04-13 04:47:38.000,1,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,,1,85.00,2024-04-13 04:59:18.000,2024-04-13 04:59:18.000,2,95.00,2024-04-13 04:52:06.000,2024-03-29 20:25:30.000,2024-04-13 04:59:18.000,398
king.rebecca663@example.org,4,2023-11-24 00:26:44.000,2023-12-04 08:15:50.000,1,,,,,,email,email,cmpn_90,4sdf4sda,topoffers,1,95.00,2023-12-04 08:22:49.000,2023-12-04 08:22:49.000,1,92.00,2023-12-04 08:15:04.000,2023-11-24 00:26:44.000,2023-12-04 08:22:49.000,529
marissawashington@example.com,4,2024-01-10 15:06:31.000,2024-01-12 20:46:48.000,1,,,,,,,,,,,1,25.00,2024-01-12 20:51:44.000,2024-01-12 20:51:44.000,1,69.00,2024-01-12 20:46:05.000,2024-01-10 15:06:31.000,2024-01-12 20:51:44.000,490
payne.joseph378@example.org,4,2024-04-04 21:48:27.000,2024-04-15 00:42:40.000,1,,,,,,email,email,cmpn_125,gsf4dsgs,abandon cart,1,78.00,2024-04-15 00:54:18.000,2024-04-15 00:54:18.000,2,90.00,2024-04-15 00:49:55.000,2024-04-04 21:48:27.000,2024-04-15 00:54:18.000,396
brooke.lane609@example.com,4,2024-01-10 07:51:14.000,2024-01-13 14:16:17.000,1,,,,,,,,,,,1,135.00,2024-01-13 14:26:03.000,2024-01-13 14:26:03.000,1,95.00,2024-01-13 14:15:41.000,2024-01-10 07:51:14.000,2024-01-13 14:26:03.000,489
melaniefox@example.com,2,2023-12-15 06:22:14.000,2023-12-15 06:22:14.000,1,,,,,,,,,,,1,129.00,2023-12-15 06:34:14.000,2023-12-15 06:34:14.000,1,38.00,2023-12-15 06:32:05.000,2023-12-15 06:22:14.000,2023-12-15 06:34:14.000,518
william.rice668@example.org,2,2024-04-06 11:21:12.000,2024-04-06 11:21:12.000,1,email,email,cmpn_90,4sdf4sda,topoffers,email,email,cmpn_90,4sdf4sda,topoffers,1,89.00,2024-04-06 11:26:41.000,2024-04-06 11:26:41.000,1,80.00,2024-04-20 17:03:32.000,2024-04-06 11:21:12.000,2024-04-20 17:03:32.000,391
valeriemartinez@example.com,4,2023-10-14 00:55:38.000,2023-10-28 01:43:46.000,1,google,ppc,cmpn_533,gfaa4rvdsa,new users,bing,ppc,cmpn_232,53454fasdf,christmas sale,1,143.00,2023-10-28 02:00:59.000,2023-10-28 02:00:59.000,1,9.00,2023-10-28 01:51:31.000,2023-10-14 00:55:38.000,2023-10-28 02:00:59.000,566
hicks.michael763@example.org,4,2023-10-01 18:48:24.000,2023-10-11 20:38:52.000,1,email,email,cmpn_421,53dsvdsa,brand launch,,,,,,2,279.00,2023-10-01 18:55:59.000,2023-10-11 20:43:45.000,1,29.00,2023-10-11 20:37:50.000,2023-10-01 18:48:24.000,2023-10-11 20:43:45.000,583
dianepaul@example.com,4,2023-12-12 13:54:19.000,2023-12-14 20:45:18.000,1,,,,,,,,,,,1,53.00,2023-12-14 20:53:21.000,2023-12-14 20:53:21.000,2,126.00,2023-12-14 20:43:51.000,2023-12-12 13:54:19.000,2023-12-14 20:53:21.000,519
jimmy.shelton854@example.net,2,2023-09-22 08:00:35.000,2023-09-22 08:00:35.000,1,,,,,,,,,,,1,172.00,2023-09-22 08:15:43.000,2023-09-22 08:15:43.000,1,27.00,2023-09-22 08:11:59.000,2023-09-22 08:00:35.000,2023-09-22 08:15:43.000,602
jackson.lee930@example.org,4,2024-02-29 21:51:41.000,2024-03-08 22:51:00.000,1,,,,,,,,,,,1,159.00,2024-03-08 23:00:07.000,2024-03-08 23:00:07.000,1,29.00,2024-03-08 22:54:28.000,2024-02-29 21:51:41.000,2024-03-08 23:00:07.000,434
rebecca.fuller859@example.com,2,2023-09-20 11:18:19.000,2023-09-20 11:18:19.000,1,,,,,,,,,,,1,16.00,2023-09-20 11:31:31.000,2023-09-20 11:31:31.000,1,14.00,2023-09-20 11:22:11.000,2023-09-20 11:18:19.000,2023-09-20 11:31:31.000,604
greer.michael146@example.org,4,2024-01-08 10:39:52.000,2024-01-08 13:40:44.000,1,,,,,,,,,,,1,32.00,2024-01-08 13:58:41.000,2024-01-08 13:58:41.000,2,123.00,2024-01-08 13:49:22.000,2024-01-08 10:39:52.000,2024-01-08 13:58:41.000,494
evelynrodgers@example.com,2,2024-02-04 07:37:06.000,2024-02-04 07:37:06.000,1,email,email,cmpn_421,53dsvdsa,brand launch,email,email,cmpn_421,53dsvdsa,brand launch,1,56.00,2024-02-04 07:44:27.000,2024-02-04 07:44:27.000,1,102.00,2024-02-08 16:58:00.000,2024-02-04 07:37:06.000,2024-02-08 16:58:00.000,463
salazar.matthew865@example.org,2,2023-11-27 16:00:22.000,2023-11-27 16:00:22.000,1,,,,,,,,,,,1,149.00,2023-11-27 16:05:57.000,2023-11-27 16:05:57.000,1,65.00,2023-12-09 01:28:58.000,2023-11-27 16:00:22.000,2023-12-09 01:28:58.000,524
patriciaaustin@example.com,4,2024-03-24 09:57:38.000,2024-04-02 18:47:32.000,1,,,,,,,,,,,1,95.00,2024-04-02 18:52:40.000,2024-04-02 18:52:40.000,1,49.00,2024-04-02 18:46:40.000,2024-03-24 09:57:38.000,2024-04-02 18:52:40.000,409
teresa.smith599@example.com,4,2024-01-18 14:43:30.000,2024-01-22 18:33:44.000,1,google,ppc,cmpn_232,53454fasdf,christmas sale,,,,,,1,65.00,2024-01-22 18:40:16.000,2024-01-22 18:40:16.000,2,70.00,2024-01-22 18:32:02.000,2024-01-18 14:43:30.000,2024-01-22 18:40:16.000,480
haleymcintyre@example.com,4,2024-01-29 16:10:51.000,2024-02-03 17:16:08.000,1,,,,,,,,,,,2,215.00,2024-01-29 16:18:21.000,2024-02-03 17:18:30.000,1,29.00,2024-02-03 17:14:58.000,2024-01-29 16:10:51.000,2024-02-03 17:18:30.000,468
deleon.christopher923@example.org,4,2024-02-13 16:21:33.000,2024-02-19 01:44:30.000,1,email,email,cmpn_125,gsf4dsgs,abandon cart,,,,,,1,85.00,2024-02-19 01:56:35.000,2024-02-19 01:56:35.000,2,88.00,2024-02-19 01:53:13.000,2024-02-13 16:21:33.000,2024-02-19 01:56:35.000,452
marshall.paula220@example.org,2,2024-01-24 12:20:17.000,2024-01-24 12:20:17.000,1,,,,,,,,,,,1,39.00,2024-01-24 12:36:14.000,2024-01-24 12:36:14.000,1,23.00,2024-01-24 12:27:39.000,2024-01-24 12:20:17.000,2024-01-24 12:36:14.000,478
michael.walter182@example.net,4,2024-02-25 21:38:22.000,2024-03-01 00:03:48.000,1,,,,,,,,,,,1,23.00,2024-03-01 00:19:35.000,2024-03-01 00:19:35.000,2,185.00,2024-03-01 00:10:54.000,2024-02-25 21:38:22.000,2024-03-01 00:19:35.000,441
hart.bradley760@example.org,2,2024-04-04 00:43:58.000,2024-04-04 00:43:58.000,1,,,,,,,,,,,1,158.00,2024-04-04 00:58:05.000,2024-04-04 00:58:05.000,1,105.00,2024-04-04 00:52:45.000,2024-04-04 00:43:58.000,2024-04-04 00:58:05.000,407
amanda.martin760@example.com,4,2024-01-21 16:50:50.000,2024-01-24 22:13:15.000,1,email,email,cmpn_421,53dsvdsa,brand launch,,,,,,1,106.00,2024-01-24 22:22:12.000,2024-01-24 22:22:12.000,1,22.00,2024-01-24 22:18:38.000,2024-01-21 16:50:50.000,2024-01-24 22:22:12.000,478
robertgray@example.com,4,2023-09-02 08:03:44.000,2023-09-07 13:30:59.000,1,,,,,,,,,,,1,12.00,2023-09-07 13:36:38.000,2023-09-07 13:36:38.000,2,160.00,2023-09-07 13:30:45.000,2023-09-02 08:03:44.000,2023-09-07 13:36:38.000,617
destiny.harper310@example.org,4,2024-03-12 02:12:20.000,2024-03-22 04:55:42.000,1,,,,,,,,,,,1,113.00,2024-03-22 05:09:06.000,2024-03-22 05:09:06.000,1,102.00,2024-03-22 05:00:31.000,2024-03-12 02:12:20.000,2024-03-22 05:09:06.000,420
callahan.lisa193@example.org,4,2024-04-07 23:56:46.000,2024-04-20 09:04:21.000,1,email,email,cmpn_90,4sdf4sda,topoffers,twitter,paidsocial,cmpn_80,13vfs5asdfa,similar items,1,132.00,2024-04-20 09:17:52.000,2024-04-20 09:17:52.000,1,28.00,2024-04-20 09:09:04.000,2024-04-07 23:56:46.000,2024-04-20 09:17:52.000,391
jacob.jennings016@example.net,4,2024-01-04 15:31:29.000,2024-01-07 17:39:38.000,1,google,ppc,cmpn_232,53454fasdf,christmas sale,email,email,cmpn_421,53dsvdsa,brand launch,2,159.00,2024-01-04 15:38:17.000,2024-01-07 17:45:22.000,1,30.00,2024-01-07 17:37:51.000,2024-01-04 15:31:29.000,2024-01-07 17:45:22.000,495
philip.perez264@example.net,4,2023-10-16 12:25:47.000,2023-10-18 13:44:25.000,1,email,email,cmpn_125,gsf4dsgs,abandon cart,email,email,cmpn_125,gsf4dsgs,abandon cart,1,158.00,2023-10-18 13:52:22.000,2023-10-18 13:52:22.000,2,116.00,2023-10-18 13:42:53.000,2023-10-16 12:25:47.000,2023-10-18 13:52:22.000,576
susanmcclain@example.com,2,2024-03-10 00:59:42.000,2024-03-10 00:59:42.000,1,,,,,,,,,,,1,98.00,2024-03-10 01:05:12.000,2024-03-10 01:05:12.000,1,40.00,2024-03-14 05:36:57.000,2024-03-10 00:59:42.000,2024-03-14 05:36:57.000,428
michellecrawford@example.com,4,2024-03-02 05:03:53.000,2024-03-04 06:06:20.000,1,google,ppc,cmpn_830,cdasareravf,paid users,,,,,,1,59.00,2024-03-04 06:18:58.000,2024-03-04 06:18:58.000,2,82.00,2024-03-04 06:15:10.000,2024-03-02 05:03:53.000,2024-03-04 06:18:58.000,438
kimberly.coleman632@example.net,4,2023-10-12 05:55:05.000,2023-10-16 14:33:15.000,1,,,,,,,,,,,1,64.00,2023-10-16 14:48:17.000,2023-10-16 14:48:17.000,2,131.00,2023-10-16 14:42:24.000,2023-10-12 05:55:05.000,2023-10-16 14:48:17.000,578
roberson.lisa535@example.org,2,2023-12-14 07:46:15.000,2023-12-14 07:46:15.000,1,email,email,cmpn_125,gsf4dsgs,abandon cart,email,email,cmpn_125,gsf4dsgs,abandon cart,1,24.00,2023-12-14 07:50:41.000,2023-12-14 07:50:41.000,1,17.00,2023-12-14 07:48:21.000,2023-12-14 07:46:15.000,2023-12-14 07:50:41.000,519
brittanyleonard@example.com,4,2024-02-21 11:26:39.000,2024-03-03 14:03:38.000,1,,,,,,,,,,,1,159.00,2024-03-03 14:17:27.000,2024-03-03 14:17:27.000,2,138.00,2024-03-03 14:13:12.000,2024-02-21 11:26:39.000,2024-03-03 14:17:27.000,439
kirk.david128@example.org,4,2024-02-10 23:56:10.000,2024-02-18 03:14:07.000,1,google,ppc,cmpn_533,gfaa4rvdsa,new users,,,,,,1,31.00,2024-02-18 03:22:38.000,2024-02-18 03:22:38.000,2,132.00,2024-02-18 03:13:06.000,2024-02-10 23:56:10.000,2024-02-18 03:22:38.000,453
david.lopez329@example.com,4,2023-11-10 22:08:12.000,2023-11-25 04:26:43.000,1,,,,,,,,,,,1,23.00,2023-11-25 04:40:54.000,2023-11-25 04:40:54.000,2,12.00,2023-11-25 04:34:42.000,2023-11-10 22:08:12.000,2023-11-25 04:40:54.000,538
kelly.cummings319@example.org,2,2024-03-17 20:53:47.000,2024-03-17 20:53:47.000,1,,,,,,,,,,,1,31.00,2024-03-17 21:05:38.000,2024-03-17 21:05:38.000,1,85.00,2024-03-17 20:59:54.000,2024-03-17 20:53:47.000,2024-03-17 21:05:38.000,425
marioburton@example.com,4,2023-10-05 14:49:02.000,2023-10-08 17:42:19.000,1,,,,,,,,,,,2,189.00,2023-10-05 14:53:08.000,2023-10-08 17:55:46.000,1,100.00,2023-10-08 17:50:52.000,2023-10-05 14:49:02.000,2023-10-08 17:55:46.000,586
ross.dustin725@example.org,4,2023-09-29 11:31:28.000,2023-10-08 18:15:22.000,1,google,ppc,cmpn_232,53454fasdf,christmas sale,,,,,,1,64.00,2023-10-08 18:22:05.000,2023-10-08 18:22:05.000,1,61.00,2023-10-08 18:15:08.000,2023-09-29 11:31:28.000,2023-10-08 18:22:05.000,586
carla.howard962@example.org,2,2024-03-24 19:52:39.000,2024-03-24 19:52:39.000,1,,,,,,,,,,,1,16.00,2024-03-24 20:04:57.000,2024-03-24 20:04:57.000,1,10.00,2024-03-24 20:00:00.000,2024-03-24 19:52:39.000,2024-03-24 20:04:57.000,418
michael.fleming939@example.org,4,2023-10-29 10:44:03.000,2023-11-03 14:07:45.000,1,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,,2,190.00,2023-10-29 10:49:31.000,2023-11-03 14:10:13.000,1,61.00,2023-11-03 14:06:20.000,2023-10-29 10:44:03.000,2023-11-03 14:10:13.000,560
ryan.brittney888@example.org,4,2024-03-02 17:44:17.000,2024-03-04 23:01:48.000,1,twitter,paidsocial,cmpn_125,gts23ds,abandon cart,,,,,,1,135.00,2024-03-04 23:11:36.000,2024-03-04 23:11:36.000,2,134.00,2024-03-04 23:00:27.000,2024-03-02 17:44:17.000,2024-03-04 23:11:36.000,438
thomas.pham010@example.org,4,2024-02-01 23:29:57.000,2024-02-13 04:41:23.000,1,,,,,,,,,,,2,125.00,2024-02-01 23:34:50.000,2024-02-13 04:48:56.000,1,23.00,2024-02-13 04:39:30.000,2024-02-01 23:29:57.000,2024-02-13 04:48:56.000,458
ray.jeffrey718@example.org,4,2024-02-25 18:07:32.000,2024-03-03 23:27:15.000,1,,,,,,,,,,,1,67.00,2024-03-03 23:41:08.000,2024-03-03 23:41:08.000,2,167.00,2024-03-03 23:33:41.000,2024-02-25 18:07:32.000,2024-03-03 23:41:08.000,439
